ID,Gender,Temperature,Humidity,Age,Period,ReportedCases,LabConfirmed,ReportedDeaths,ConfirmedDeaths,OutbreakStatus
1400222,Female,21,64,32,February,57,68,13,181,No
1341540,Female,21,64,23,March,151,53,33,170,No
1841844,Female,21,64,32,April,108,91,27,28,No
1757896,Female,21,64,59,May,98,94,23,38,No
1205799,Female,21,64,26,June,77,58,32,187,No
1951121,Female,21,64,30,July,104,66,43,39,No
1883561,Female,21,64,23,August,119,81,36,448,No
1683096,Female,21,64,33,September,176,84,12,76,No
1244138,Female,21,64,60,October,96,79,27,50,No
1814475,Female,21,64,34,November,98,62,13,58,No
1913542,Female,21,64,25,December,117,93,21,20,No
1715273,Female,21,64,32,January,136,61,21,241,No
1685127,Female,21,64,35,February,71,84,35,18,No
1946534,Female,21,64,23,March,125,43,31,73,No
1546985,Female,21,64,23,April,96,82,41,45,No
1867795,Female,21,64,29,May,122,86,51,287,No
1951589,Female,21,64,26,June,93,94,19,191,No
1757479,Female,21,64,32,July,44,80,21,75,No
1411113,Female,21,64,23,August,73,85,30,224,No
1576441,Female,21,64,67,September,107,88,25,72,No
1708980,Female,21,64,26,October,97,52,31,179,No
1140810,Female,21,64,24,November,92,95,7,16,No
1103857,Female,21,64,32,December,105,89,26,33,No
1502558,Female,21,64,23,January,121,44,41,227,No
1301492,Female,21,64,26,February,83,86,49,148,No
1218411,Female,21,64,21,March,124,62,23,74,No
1595718,Female,21,64,25,April,132,82,48,16,No
1294081,Female,21,64,26,May,71,80,33,31,No
1938300,Female,21,64,23,June,141,95,33,53,No
1613569,Female,21,64,32,July,92,86,43,21,No
1933033,Female,21,64,32,August,126,53,45,44,No
1473025,Female,21,64,21,September,144,57,35,260,No
1395463,Female,21,64,21,October,57,79,23,41,No
1600476,Female,21,64,24,November,52,87,8,26,No
1405715,Female,21,64,46,December,82,83,16,36,No
1497706,Female,21,64,21,January,80,50,17,38,No
1514296,Female,21,64,56,February,119,75,39,177,No
1279281,Female,21,64,40,March,105,92,14,69,No
1102233,Female,21,64,23,April,154,58,44,205,No
1677846,Female,21,64,32,May,111,54,25,88,No
1118541,Female,21,64,21,June,87,85,24,19,No
1244353,Female,21,64,32,July,124,86,26,201,No
1102857,Female,21,64,46,August,109,74,29,672,No
1096905,Female,21,64,70,September,68,85,34,267,No
1213293,Female,21,64,35,October,89,83,17,14,No
1808930,Female,21,64,32,November,45,79,38,297,No
1435408,Female,21,64,23,December,135,90,31,59,No
1485724,Female,21,64,21,January,54,61,31,24,No
1495972,Female,21,64,51,February,125,85,16,43,No
1320168,Female,21,64,32,March,113,84,26,577,No
1521453,Female,21,64,21,April,113,80,43,37,No
1340206,Female,21,64,32,May,105,60,35,259,No
1469193,Female,21,64,23,June,130,48,8,14,No
1519446,Female,21,64,60,July,99,62,48,145,No
1020686,Female,21,64,24,August,68,47,11,663,No
1664078,Female,21,64,34,September,103,101,12,232,No
1939070,Female,21,64,33,October,138,46,56,464,No
1851591,Female,21,64,23,November,74,85,12,156,No
1750914,Female,21,64,59,December,151,52,44,40,No
1500996,Female,21,64,21,January,83,83,45,37,No
1916737,Female,21,64,29,February,180,98,75,65,No
1278004,Female,21,64,43,March,113,90,47,206,No
1703527,Female,21,64,46,April,98,55,25,333,No
1251426,Female,21,64,24,May,141,61,27,674,No
1894516,Female,21,64,26,June,137,90,35,149,No
1950956,Female,21,64,23,July,131,81,7,50,No
1367114,Female,21,64,39,August,115,81,28,527,No
1752456,Female,21,64,32,September,52,61,34,18,No
1325591,Female,21,64,23,October,129,87,11,129,No
1013538,Female,21,64,32,November,86,87,35,185,No
1242355,Female,21,64,24,December,116,63,44,143,No
1743702,Female,21,64,35,January,97,53,27,328,No
1338005,Female,21,64,21,February,112,105,54,156,No
1055253,Female,21,64,30,March,54,53,11,199,No
1067875,Female,21,64,57,April,97,69,45,74,No
1810072,Female,21,64,32,May,122,28,26,162,No
1801347,Female,21,64,21,June,88,85,32,191,No
1242851,Female,21,64,21,July,106,66,11,166,No
1604678,Female,21,64,21,August,180,62,12,60,No
1208491,Female,21,64,32,September,78,59,9,125,No
1291623,Female,21,64,74,October,148,74,45,30,No
1016839,Female,21,64,39,November,172,46,15,356,No
1417663,Female,21,64,21,December,107,91,43,17,No
1593577,Female,21,64,26,January,136,84,33,191,No
1428513,Female,21,64,21,February,119,50,8,28,No
1126044,Female,21,64,32,March,176,86,39,319,No
1206409,Female,21,64,24,April,68,88,21,124,No
1143628,Female,21,64,47,May,115,66,13,204,No
1179950,Female,21,64,21,June,171,93,46,191,No
1443038,Female,21,64,26,July,159,61,46,52,No
1812266,Female,21,64,56,August,133,95,9,24,No
1567258,Female,21,64,23,September,98,65,11,62,No
1938720,Female,21,64,32,October,87,96,35,216,No
1288671,Female,21,64,25,November,89,95,42,75,No
1304648,Female,21,64,21,December,101,84,32,249,No
1158636,Female,21,64,21,January,91,60,35,29,No
1625691,Female,21,64,32,February,131,53,45,22,No
1113621,Female,21,64,32,March,103,49,15,302,No
1575572,Female,21,64,26,April,145,86,19,24,No
1390976,Female,21,64,33,May,115,62,37,124,No
1459070,Female,21,64,31,June,93,77,18,179,No
1231838,Female,21,64,23,July,92,84,10,154,No
1249943,Female,21,64,23,August,92,80,29,30,No
1577943,Female,21,64,57,September,142,67,57,364,No
1170024,Female,21,64,66,October,95,77,31,187,No
1023409,Female,21,64,70,November,55,78,34,138,No
1755621,Female,21,64,46,December,56,75,47,172,No
1572154,Female,21,64,21,January,96,55,24,22,No
1397359,Female,21,64,24,February,83,61,11,46,No
1463456,Female,21,64,46,March,102,44,7,368,No
1668536,Female,21,64,23,April,126,52,36,349,No
1996031,Female,21,64,21,May,146,56,10,27,No
1067653,Female,21,64,21,June,53,90,12,424,No
1890031,Female,21,64,21,July,121,63,36,74,No
1501645,Female,21,64,45,August,101,92,23,93,No
1868497,Female,21,64,21,September,78,59,10,262,No
1893287,Female,21,64,25,October,79,63,8,226,No
1613952,Female,21,64,23,November,138,38,23,35,No
1756300,Female,21,64,32,December,67,85,11,19,No
1228254,Female,21,64,32,January,72,55,43,41,No
1382420,Female,21,64,25,February,115,56,10,181,No
1719558,Female,21,64,23,March,80,86,41,49,No
1631928,Female,21,64,32,April,79,87,16,22,No
1111625,Female,21,64,21,May,89,86,11,40,No
1771044,Female,21,64,32,June,89,77,11,240,No
1526240,Female,21,64,32,July,104,81,10,50,No
1069532,Female,21,64,23,August,120,49,30,37,No
1968024,Female,21,64,32,September,128,85,32,213,No
1587344,Female,21,64,23,October,84,86,42,21,No
1985640,Female,21,64,45,November,44,66,30,304,No
1762182,Female,21,64,57,December,66,48,14,156,No
1006925,Female,21,64,30,January,54,90,11,158,No
1073311,Female,21,64,57,February,111,65,24,289,No
1563691,Female,21,64,57,March,176,101,47,213,No
1804982,Female,21,64,32,April,170,88,20,136,No
1081594,Female,21,64,21,May,55,75,37,54,No
1957242,Female,21,64,23,June,84,84,8,257,No
1805819,Female,21,64,21,July,98,89,41,375,No
1906299,Female,21,64,26,August,119,72,8,303,No
1162564,Female,21,64,44,September,107,54,42,68,No
1994051,Female,21,64,21,October,91,59,15,279,No
1387203,Female,21,64,32,November,131,78,14,254,No
1408567,Female,21,64,21,December,147,54,37,31,No
1055836,Female,21,64,38,January,139,70,27,15,No
1450872,Female,21,64,35,February,69,43,7,34,No
1584279,Female,21,64,21,March,74,79,9,184,No
1881077,Female,21,64,21,April,122,53,36,31,No
1106368,Female,21,64,38,May,108,64,55,86,No
1006346,Female,21,64,32,June,133,64,55,534,No
1561211,Female,21,64,32,July,96,59,54,18,No
1732886,Female,21,64,43,August,141,71,15,35,No
1566627,Female,21,64,26,September,90,83,30,187,No
1745127,Female,21,64,50,October,124,80,32,232,No
1773627,Female,21,64,32,November,96,77,24,191,No
1567493,Female,21,64,49,December,87,30,16,139,No
1915225,Female,21,64,24,January,84,48,42,83,No
1295618,Female,21,64,23,February,81,64,31,20,No
1737431,Female,21,64,31,March,70,49,19,166,No
1214409,Female,21,64,23,April,96,60,25,38,No
1294533,Female,21,64,35,May,96,98,47,457,No
1681871,Female,21,64,24,June,76,51,12,192,No
1430556,Female,21,64,34,July,56,54,11,250,No
1228313,Female,21,64,26,August,74,79,20,20,No
1569014,Female,21,64,24,September,168,45,31,28,No
1173422,Female,21,64,25,October,81,80,31,150,No
1919093,Female,21,64,21,November,103,51,53,94,No
1131379,Female,21,64,32,December,73,79,33,14,No
1029521,Female,21,64,21,January,126,48,11,37,No
1913645,Female,21,64,26,February,154,87,34,184,No
1448234,Female,21,64,24,March,136,63,42,26,No
1170267,Female,21,64,25,April,95,57,7,41,No
1893998,Female,21,64,24,May,159,89,19,23,No
1875530,Female,21,64,35,June,131,64,21,262,No
1149324,Female,21,64,26,July,82,82,42,20,No
1407692,Female,21,64,32,August,103,82,15,44,No
1064685,Female,21,64,21,September,117,55,46,24,No
1052250,Female,21,64,34,October,79,58,37,33,No
1699228,Female,21,64,67,November,156,86,25,36,No
1780306,Female,21,64,60,December,125,82,42,232,No
1911848,Female,21,64,21,January,147,51,42,49,No
1979004,Female,21,64,32,February,133,91,43,192,No
1725989,Female,21,62,23,March,98,62,56,158,No
1880367,Female,21,62,25,April,184,58,36,132,No
1668268,Female,21,62,26,May,96,55,15,24,No
1041281,Female,21,62,44,June,104,65,44,560,No
1695375,Female,21,62,26,July,156,56,10,17,No
1624653,Female,21,62,21,August,109,80,24,61,No
1382964,Female,21,62,32,September,128,83,8,189,No
1920891,Female,21,62,45,October,97,76,10,48,No
1020915,Female,21,62,24,November,80,93,32,15,No
1455666,Female,21,62,21,December,113,88,22,92,No
1042165,Female,21,62,23,January,114,69,44,23,No
1948617,Female,21,62,23,February,157,60,31,44,No
1498885,Female,21,62,21,March,176,87,48,157,No
1606871,Female,21,62,25,April,156,49,18,126,No
1226435,Female,21,62,32,May,67,84,9,23,No
1221910,Female,21,62,24,June,120,43,20,155,No
1467718,Female,21,62,23,July,70,71,28,79,No
1080313,Female,21,62,47,August,98,57,34,29,No
1802513,Female,21,62,32,September,100,47,43,462,No
1332185,Female,21,62,21,October,105,66,33,368,No
1568460,Female,21,62,21,November,94,91,37,80,No
1592475,Female,21,62,23,December,87,50,43,207,No
1484174,Female,21,62,21,January,122,82,33,20,No
1222665,Female,21,62,45,February,173,68,28,347,No
1780876,Female,21,62,23,March,142,96,52,46,No
1878019,Female,21,62,41,April,141,81,14,646,No
1078868,Female,21,62,47,May,114,78,51,80,No
1435269,Female,21,62,23,June,96,56,7,20,No
1196372,Female,21,62,38,July,173,63,37,297,No
1147999,Female,21,62,49,August,95,94,24,40,No
1537147,Female,21,62,21,September,147,79,56,199,No
1189904,Female,21,62,23,October,88,80,9,87,No
1408642,Female,21,62,53,November,141,66,40,183,No
1991308,Female,21,62,43,December,118,73,44,27,No
1941550,Female,21,62,30,January,97,88,31,77,No
1994092,Female,21,62,52,February,77,65,31,206,No
1564891,Female,21,62,30,March,165,58,9,181,No
1373070,Female,21,62,21,April,169,96,29,267,No
1063170,Female,21,62,23,May,58,54,41,206,No
1777833,Female,21,62,46,June,82,82,12,521,No
1265142,Female,21,62,23,July,116,81,34,67,No
1788583,Female,21,62,23,August,95,68,23,76,No
1535786,Female,21,62,24,September,119,65,33,14,No
1717058,Female,21,62,25,October,104,49,33,355,No
1869202,Female,21,62,32,November,80,86,46,67,No
1266232,Female,21,62,32,December,74,61,8,49,No
1261170,Female,21,62,45,January,97,82,19,50,No
1903131,Female,21,62,34,February,132,86,42,48,No
1502805,Female,21,62,25,March,140,83,35,61,No
1809004,Female,21,62,49,April,153,60,8,40,No
1472116,Female,21,62,41,May,170,66,56,67,No
1362769,Female,21,62,25,June,52,39,33,14,No
1695349,Female,21,62,32,July,68,92,22,154,No
1153654,Female,21,62,32,August,122,81,21,46,No
1908869,Female,21,62,23,September,88,51,9,307,No
1661453,Female,21,62,43,October,148,62,45,66,No
1156932,Female,21,62,55,November,107,67,46,205,No
1449834,Female,21,62,24,December,121,46,12,32,No
1121580,Female,21,62,21,January,118,80,8,328,No
1978830,Female,21,62,32,February,81,80,42,32,No
1004269,Female,21,62,23,March,86,49,17,167,No
1960557,Female,21,62,29,April,99,47,15,43,No
1378827,Female,21,62,32,May,70,45,42,36,No
1894031,Female,21,62,37,June,92,82,29,201,No
1667404,Female,21,62,23,July,97,43,32,25,No
1497136,Female,21,62,42,August,164,86,8,150,No
1836652,Female,21,62,21,September,169,87,38,51,No
1089278,Female,21,62,33,October,55,81,43,483,No
1008439,Female,21,62,32,November,127,60,10,173,No
1612832,Female,21,62,23,December,90,64,10,25,No
1351411,Female,21,62,21,January,151,78,44,75,No
1350330,Female,21,62,44,February,106,51,53,357,No
1739972,Female,21,62,21,March,177,79,51,219,No
1334966,Female,21,62,35,April,113,62,41,17,No
1425744,Female,21,62,21,May,99,70,53,85,No
1526236,Female,21,62,23,June,52,90,45,48,No
1779483,Female,21,62,33,July,80,70,12,52,No
1669882,Female,21,62,53,August,153,79,45,40,No
1052305,Female,21,62,24,September,68,50,34,18,No
1468035,Female,21,62,21,October,74,48,32,209,No
1059542,Female,21,62,38,November,87,53,32,22,No
1828940,Female,21,62,25,December,91,78,8,74,No
1823564,Female,21,62,54,January,56,103,43,171,No
1893913,Female,21,62,23,February,162,90,11,130,No
1737984,Female,21,62,26,March,95,61,19,41,No
1099396,Female,21,62,32,April,93,78,41,239,No
1872112,Female,21,62,21,May,80,78,29,412,No
1876467,Female,21,62,25,June,161,67,31,36,No
1680865,Female,21,62,23,July,88,62,31,299,No
1155288,Female,21,62,43,August,138,44,10,78,No
1639206,Female,21,62,21,September,83,96,39,43,No
1247951,Female,21,62,24,October,82,29,46,180,No
1817446,Female,21,62,25,November,141,48,10,128,No
1965665,Female,21,62,21,December,150,68,10,254,No
1627018,Female,21,62,32,January,80,96,44,61,No
1883598,Female,21,62,26,February,117,94,17,34,No
1233743,Female,21,62,33,March,127,63,31,40,No
1533407,Female,21,62,23,April,128,50,38,17,No
1730965,Female,21,62,54,May,56,76,13,242,No
1317260,Female,21,62,23,June,105,87,32,42,No
1629349,Female,21,62,23,July,82,72,25,227,No
1653641,Female,21,62,30,August,111,96,68,607,No
1587185,Female,21,62,56,September,116,88,14,197,No
1538418,Female,21,62,26,October,146,83,37,38,No
1314287,Female,21,62,26,November,86,82,43,31,No
1555394,Female,21,62,32,December,105,96,13,227,No
1595334,Female,21,62,34,January,100,75,16,540,No
1824695,Female,21,62,26,February,74,56,34,53,No
1629628,Female,21,62,32,March,89,63,41,193,No
1923221,Female,21,62,21,April,139,79,55,268,No
1166211,Female,21,62,23,May,71,89,31,48,No
1157500,Female,21,62,32,June,119,60,33,376,No
1716395,Female,21,62,25,July,96,39,32,160,No
1765049,Female,21,62,32,August,118,57,43,129,No
1759198,Female,21,62,23,September,59,67,23,49,No
1722755,Female,21,62,44,October,59,60,28,210,No
1264013,Female,21,62,23,November,159,59,10,379,No
1669559,Female,21,62,25,December,155,93,35,227,No
1090380,Female,21,62,32,January,76,58,7,81,No
1491689,Female,21,62,30,February,98,61,39,72,No
1839596,Female,21,62,45,March,118,57,34,19,No
1058113,Female,21,62,24,April,126,85,7,42,No
1117739,Female,21,62,32,May,90,86,21,27,No
1593591,Female,21,62,21,June,148,68,57,239,No
1313783,Female,21,62,23,July,95,92,18,43,No
1063170,Female,21,62,21,August,73,55,11,338,No
1786417,Female,21,62,53,September,106,85,43,33,No
1183893,Female,21,62,24,October,145,79,54,45,No
1339835,Female,21,62,60,November,119,82,56,84,No
1279301,Female,21,62,23,December,144,93,46,130,No
1165776,Female,21,62,32,January,76,92,11,18,No
1148487,Female,21,62,44,February,170,88,31,152,No
1899773,Female,21,62,21,March,76,39,45,172,No
1751642,Female,21,62,58,April,94,79,10,23,No
1324101,Female,21,62,71,May,102,79,45,25,No
1879737,Female,21,62,32,June,130,58,46,22,No
1230089,Female,21,62,69,July,53,81,10,161,No
1210429,Female,21,62,21,August,109,86,32,148,No
1850558,Female,21,62,32,September,128,86,40,41,No
1059263,Female,21,62,45,October,143,43,36,56,No
1709899,Female,21,62,23,November,52,87,54,51,No
1234212,Female,21,62,26,December,121,68,18,38,No
1193723,Female,21,62,21,January,141,65,22,83,No
1585326,Female,21,62,26,February,80,88,28,372,No
1350902,Female,21,62,32,March,135,79,12,27,No
1126195,Female,21,62,43,April,115,64,44,56,No
1332116,Female,21,62,57,May,87,59,38,205,No
1374837,Female,21,62,50,June,84,91,11,34,No
1504248,Female,21,62,21,July,75,95,31,49,No
1605363,Female,21,62,32,August,126,96,35,41,No
1820678,Female,21,62,39,September,171,82,55,381,No
1417916,Female,21,62,32,October,135,49,25,77,No
1957991,Female,21,62,40,November,91,56,24,218,No
1846582,Female,21,62,47,December,108,51,10,73,No
1690891,Female,21,62,23,January,75,64,45,229,No
1911582,Female,21,62,24,February,89,56,9,45,No
1023422,Female,21,62,30,March,70,50,10,250,No
1254476,Female,21,62,21,April,88,89,7,37,No
1763223,Female,21,62,30,May,92,50,34,65,No
1657878,Female,21,62,21,June,72,49,42,435,No
1809045,Female,21,62,26,July,74,47,18,451,No
1773449,Female,21,62,23,August,75,49,34,38,No
1941145,Female,21,62,23,September,73,66,16,147,No
1748596,Female,21,62,23,October,73,92,32,317,No
1265167,Female,21,62,66,November,123,87,52,277,No
1087121,Female,21,62,43,December,144,92,40,379,No
1549062,Female,21,62,44,January,100,60,39,279,No
1399936,Female,21,62,45,February,90,49,14,21,No
1204904,Female,21,62,26,March,119,82,21,42,No
1277958,Female,21,62,21,April,105,89,16,140,No
1098540,Female,21,62,32,May,154,67,13,283,No
1229266,Female,21,62,41,June,110,30,33,44,No
1724302,Female,21,62,23,July,117,100,38,70,No
1609512,Female,21,62,24,August,124,48,8,14,No
1334402,Female,21,62,31,September,120,92,44,19,No
1708109,Female,21,62,25,October,118,61,44,42,No
1777289,Female,21,62,34,November,69,88,45,69,No
1993939,Female,21,62,24,December,144,82,45,34,No
1902780,Female,21,62,36,January,94,65,15,68,No
1931085,Female,21,62,24,February,167,56,7,125,No
1680580,Female,21,62,38,March,138,90,44,194,No
1583676,Female,21,62,32,April,97,60,45,95,No
1788396,Female,21,62,45,May,117,86,28,33,No
1693380,Female,21,62,32,June,87,52,9,229,No
1763044,Female,21,62,45,July,127,84,11,295,No
1995594,Female,21,62,21,August,145,55,26,28,No
1505357,Female,21,62,23,September,180,92,43,193,No
1679532,Female,21,62,25,October,72,54,41,221,No
1000963,Female,21,62,24,November,101,53,8,28,No
1348238,Female,21,62,38,December,143,67,14,512,No
1211180,Female,21,62,57,January,114,73,43,73,No
1515743,Female,21,62,60,February,121,64,7,33,No
1567833,Female,21,62,26,March,131,65,10,312,No
1597230,Female,21,62,23,April,75,55,25,166,No
1351014,Female,21,62,25,May,119,89,39,54,No
1838776,Female,21,62,21,June,93,67,9,232,No
1562849,Female,21,62,32,July,149,39,37,212,No
1508293,Female,21,62,23,August,119,64,16,171,No
1134841,Female,21,62,32,September,104,76,33,35,No
1762529,Female,21,62,21,October,154,89,45,45,No
1733491,Female,21,62,53,November,81,86,36,156,No
1267578,Female,21,62,25,December,171,67,45,171,No
1469338,Female,21,62,46,January,134,70,46,59,No
1778970,Female,21,62,40,February,54,80,44,255,No
1089922,Female,21,62,32,March,172,99,9,179,No
1988952,Female,21,62,21,April,89,79,34,263,No
1777516,Female,21,62,40,May,98,60,10,72,No
1963202,Female,21,62,32,June,128,72,30,680,No
1001513,Female,21,62,56,July,122,99,13,19,No
1246366,Female,21,62,32,August,135,92,23,251,No
1840701,Female,21,62,67,September,90,92,41,79,No
1146913,Female,21,62,21,October,155,76,8,50,No
1780567,Female,21,62,32,November,97,81,33,248,No
1772095,Female,21,62,21,December,162,83,33,40,No
1765695,Female,21,62,21,January,127,66,15,79,No
1223340,Female,21,62,25,February,81,81,31,15,No
1943605,Female,21,62,32,March,106,89,40,256,No
1670479,Female,21,62,47,April,96,84,21,16,No
1826974,Female,21,62,53,May,99,60,14,66,No
1506493,Female,21,62,32,June,100,60,40,62,No
1868448,Female,21,62,32,July,119,92,53,40,No
1072741,Female,21,62,26,August,69,83,19,203,No
1052880,Female,21,62,52,September,169,63,32,148,No
1075102,Female,21,62,32,October,71,63,10,31,No
1889609,Female,21,62,32,November,47,77,35,78,No
1842146,Female,21,62,32,December,103,49,31,30,No
1112031,Female,21,62,21,January,117,80,14,155,No
1870138,Female,21,62,23,February,123,97,7,50,No
1969116,Female,21,62,32,March,132,62,10,141,No
1864215,Female,21,62,23,April,100,80,32,61,No
1736223,Female,21,62,38,May,98,75,25,94,No
1379031,Female,21,62,57,June,116,79,33,304,No
1146035,Female,21,62,21,July,50,87,31,27,No
1818274,Female,21,62,25,August,128,84,43,163,No
1236439,Female,21,62,25,September,158,85,8,50,No
1347554,Female,21,62,26,October,127,24,16,191,No
1417085,Female,21,62,43,November,149,81,52,221,No
1966816,Female,21,62,25,December,163,56,18,27,No
1038074,Female,21,62,26,January,89,45,7,85,No
1819876,Female,21,62,44,February,99,63,25,59,No
1606655,Female,21,62,32,March,79,65,33,220,No
1618320,Female,21,62,23,April,46,85,43,37,No
1269658,Female,21,62,23,May,119,87,47,81,No
1155531,Female,21,62,21,June,67,73,35,183,No
1648310,Female,21,62,57,July,99,56,43,263,No
1916565,Female,21,62,47,August,63,73,45,14,No
1868751,Female,21,62,46,September,126,77,32,348,No
1558647,Female,21,62,24,October,84,90,32,196,No
1021585,Female,21,62,30,November,120,70,30,220,No
1530711,Female,21,62,21,December,78,86,7,48,No
1725620,Female,21,62,21,January,90,51,32,131,No
1316661,Female,21,62,24,February,150,79,31,38,No
1780228,Female,21,62,21,March,155,63,41,140,No
1606847,Female,21,62,24,April,93,60,14,80,No
1824053,Female,21,62,37,May,141,62,53,53,No
1574536,Female,21,62,23,June,116,64,46,150,No
1790030,Female,21,62,44,July,122,95,47,150,No
1954598,Female,21,62,23,August,96,85,44,31,No
1538487,Female,21,62,32,September,128,60,34,31,No
1515634,Female,21,62,25,October,93,84,10,414,No
1596579,Female,21,62,21,November,123,88,24,232,No
1683057,Female,21,62,32,December,86,83,32,43,No
1396893,Female,21,62,33,January,72,82,25,51,No
1213105,Female,21,62,26,February,170,73,10,16,No
1776790,Female,21,62,32,March,91,62,47,20,No
1334663,Female,21,62,32,April,164,100,21,36,No
1961856,Female,21,62,63,May,104,100,14,93,No
1373178,Female,21,62,23,June,93,85,11,124,No
1190871,Female,21,62,44,July,79,65,23,67,No
1223664,Female,21,62,47,August,107,72,15,362,No
1115868,Female,21,62,21,September,90,59,9,38,No
1111546,Female,21,62,23,October,118,84,56,261,No
1101679,Female,21,62,34,November,59,73,25,211,No
1147353,Female,21,62,26,December,88,51,8,643,No
1932586,Female,21,62,26,January,82,50,9,168,No
1291047,Female,21,62,25,February,153,41,35,44,No
1498456,Female,21,62,26,March,86,96,31,51,No
1885028,Female,21,62,32,April,87,50,34,42,No
1916024,Female,21,62,32,May,80,51,17,194,No
1176419,Female,21,62,32,June,104,46,25,93,No
1670470,Female,21,62,25,July,168,66,10,34,No
1132715,Female,21,62,25,August,50,52,7,48,No
1879944,Female,21,62,33,September,52,61,14,260,No
1339319,Female,21,62,44,October,121,39,8,85,No
1232752,Female,21,62,32,November,65,69,45,67,No
1240069,Female,21,62,23,December,77,44,42,247,No
1353712,Female,21,62,32,January,99,75,10,542,No
1139465,Female,21,62,25,February,73,82,36,37,No
1177837,Female,21,62,32,March,120,79,7,41,No
1118872,Female,21,62,32,April,156,52,31,35,No
1377233,Female,21,62,23,May,114,73,28,315,No
1660328,Female,21,62,45,June,109,78,27,291,No
1550321,Female,21,62,32,July,71,83,44,15,No
1956862,Female,21,62,66,August,93,92,28,19,No
1315611,Female,21,62,32,September,107,51,32,84,No
1461740,Female,21,62,21,October,119,63,28,189,No
1880453,Female,21,62,40,November,105,74,9,282,No
1075522,Female,21,62,21,December,148,94,33,35,No
1347865,Female,21,62,62,January,96,85,15,345,No
1812056,Female,21,62,32,February,74,61,45,22,No
1354457,Female,21,62,58,March,173,76,45,220,No
1750388,Female,21,62,46,April,102,88,14,195,No
1067598,Female,21,62,32,May,48,49,17,19,No
1852888,Female,21,62,46,June,57,97,42,136,No
1109666,Female,21,62,32,July,102,80,29,21,No
1013495,Female,21,62,32,August,119,91,8,48,No
1365901,Female,21,62,21,September,115,88,34,154,No
1656649,Female,21,62,32,October,85,49,25,28,No
1231136,Female,21,62,26,November,70,87,35,147,No
1549137,Female,21,62,21,December,129,94,32,234,No
1126625,Female,21,62,23,January,53,41,9,32,No
1227091,Female,21,62,36,February,119,77,21,72,No
1683812,Female,21,62,32,March,128,63,34,190,No
1099728,Female,21,62,21,April,75,71,7,155,No
1385457,Female,21,62,54,May,138,109,39,262,No
1082330,Female,21,62,26,June,120,88,45,256,No
1137053,Female,21,62,24,July,96,47,48,71,No
1410402,Female,21,62,32,August,89,92,41,48,No
1540934,Female,21,62,32,September,89,86,24,408,No
1200475,Female,21,62,26,October,154,63,34,143,No
1056845,Female,21,62,21,November,172,46,21,265,No
1303971,Female,21,62,47,December,119,77,44,449,No
1516822,Female,21,62,21,January,177,83,28,253,No
1748289,Female,21,62,25,February,158,87,35,185,No
1544464,Female,21,62,32,March,88,66,55,311,No
1527535,Female,21,62,21,April,157,82,12,248,No
1950929,Female,21,62,21,May,112,77,45,85,No
1618227,Female,21,62,23,June,92,78,40,80,No
1113443,Female,21,62,23,July,126,45,31,167,No
1201620,Female,21,62,69,August,114,67,12,19,No
1900235,Female,21,62,32,September,121,89,12,553,No
1711431,Female,21,62,23,October,108,85,34,342,No
1613920,Female,21,62,56,November,103,60,13,93,No
1328673,Female,21,62,34,December,110,82,9,205,No
1543413,Female,21,62,33,January,107,49,42,44,No
1657619,Female,21,62,30,February,60,72,47,56,No
1390033,Female,21,62,25,March,87,88,35,132,No
1743461,Female,21,62,47,April,177,52,44,148,No
1584637,Female,21,62,32,May,173,73,39,269,No
1844491,Female,21,62,59,June,141,64,41,254,No
1925343,Female,21,62,33,July,94,83,41,186,No
1507371,Female,21,62,32,August,164,85,55,15,No
1479136,Female,21,62,32,September,157,79,11,81,No
1721986,Female,21,62,71,October,143,79,44,162,No
1811043,Female,21,62,23,November,84,84,18,45,No
1761105,Female,21,62,32,December,53,94,11,42,No
1751420,Female,21,62,65,January,107,109,9,150,No
1736515,Female,21,62,48,February,121,57,29,75,No
1034451,Female,21,62,26,March,68,49,32,86,No
1451233,Female,21,62,60,April,114,64,29,405,No
1729479,Female,21,62,32,May,95,111,17,42,No
1594951,Female,21,62,21,June,72,67,23,34,No
1309087,Female,21,62,23,July,144,79,45,42,No
1467866,Female,21,62,67,August,112,81,33,210,No
1717023,Female,21,62,32,September,80,92,10,37,No
1664924,Female,21,62,23,October,144,78,20,135,No
1786395,Female,21,62,43,November,191,60,42,77,No
1736420,Female,21,62,56,December,108,50,42,48,No
1715606,Female,21,62,24,January,93,79,31,36,No
1094221,Female,21,62,34,February,128,92,49,216,No
1453762,Female,21,62,44,March,101,44,39,166,No
1843893,Female,21,62,24,April,164,61,43,28,No
1974025,Female,21,62,23,May,67,52,8,367,No
1616574,Female,21,62,32,June,73,50,19,66,No
1609859,Female,21,62,23,July,76,60,11,225,No
1575711,Female,21,62,25,August,118,78,10,409,No
1842551,Female,21,62,24,September,78,60,43,163,No
1630343,Female,21,62,21,October,118,86,27,193,No
1584612,Female,21,62,32,November,99,61,43,69,No
1037846,Female,21,62,32,December,117,53,41,42,No
1573016,Female,21,62,21,January,104,70,18,44,No
1753078,Female,21,62,24,February,150,87,10,162,No
1790565,Female,21,62,24,March,151,78,10,45,No
1057584,Female,21,62,32,April,97,79,11,44,No
1654751,Female,21,62,23,May,118,95,33,298,No
1669326,Female,21,62,26,June,56,87,41,266,No
